id;beer_style;bitterness_IBU;diacetyl_concentration;lactic_acid;final_gravity;sodium;free_CO2;dissolved_oxygen;original_gravity;pH;gypsum_level;alcohol_ABV;fermentation_strength;quality
246;Amber;7.303;0.223;0.366;14.295;0.061;48.004;191.002;0.998;2.885;0.39;4.289;8.447;6
247;Golden;7.504;0.228;0.323;9.216;0.04;54.025;190.998;1.012;3.031;0.558;4.626;9.07;6
248;Golden;7.912;0.352;0.285;12.886;0.037;13.016;62.999;0.995;2.991;0.417;6.189;11.401;6
249;Brown;10.895;0.519;0.49;4.6;0.119;9.995;17.002;0.984;3.071;0.557;5.579;10.256;6
250;Pale;7.001;0.452;0.235;12.079;0.056;67.999;210.007;0.987;3.031;0.507;4.526;8.894;5
251;Golden;6.11;0.436;0.343;9.121;0.062;83.015;248.994;0.991;3.368;0.506;4.05;7.942;5
252;Pale;5.81;0.266;0.183;7.295;0.042;41.991;145.021;0.994;3.157;0.493;4.675;8.62;5
253;Pale;6.221;0.161;0.463;1.603;0.033;37.992;123.01;0.99;3.386;0.512;4.622;8.604;6
254;Brown;6.094;0.624;0.022;2.396;0.079;25.992;45.985;0.981;3.482;0.451;5.245;9.61;5
255;Golden;6.796;0.316;0.081;1.397;0.06;55.993;145.004;0.976;3.187;0.46;4.769;9.708;5
256;Pale;8.099;0.338;0.372;7.389;0.038;36.006;155.998;1.0;3.196;0.547;5.048;9.515;6
257;Pale;6.188;0.304;0.171;2.785;0.022;24.008;124.986;0.979;3.005;0.474;4.291;9.09;5
258;Amber;7.506;0.302;0.673;8.112;0.035;53.008;165.99;1.003;2.886;0.422;4.244;8.365;6
259;Pale;6.683;0.304;0.73;5.013;0.029;35.006;157.019;0.986;3.217;0.453;4.722;9.189;5
260;Pale;8.698;0.31;0.223;5.597;0.049;27.996;66.991;0.999;2.96;0.526;5.241;10.215;4
261;Dark;8.494;0.208;0.507;1.902;0.074;8.997;22.997;0.995;3.367;0.68;4.956;9.559;5
262;Amber;6.006;0.156;0.314;6.702;0.035;43.005;153.003;1.011;3.623;0.455;5.05;9.737;5
263;Dark;9.014;0.416;0.417;2.397;0.074;29.01;46.014;0.995;3.186;0.602;5.81;10.857;6
264;Pale;8.013;0.237;0.277;9.695;0.049;14.991;84.989;0.987;2.987;0.373;5.337;10.221;6
265;Pale;8.592;0.167;0.265;2.679;0.055;37.999;150.013;0.998;3.106;0.556;5.148;9.9;6
266;Pale;6.611;0.273;0.406;8.194;0.059;60.011;196.007;0.978;3.149;0.478;4.475;8.838;5
267;Pale;6.812;0.211;0.274;2.101;0.035;26.011;138.993;0.997;3.16;0.626;6.009;11.216;7
268;Amber;6.906;0.54;0.055;3.004;0.07;6.987;26.996;0.998;3.697;0.89;4.478;8.84;6
269;Golden;8.206;0.198;0.507;1.083;0.033;28.001;80.994;0.985;2.98;0.672;4.948;9.562;7
270;Pale;9.909;1.001;0.455;1.404;0.029;33.986;185.007;0.997;3.028;0.482;4.862;9.202;4
271;Golden;6.922;0.3;0.236;3.306;0.04;25.996;123.972;1.011;3.189;0.502;4.428;8.866;6
272;Golden;6.294;0.269;0.292;12.204;0.043;59.019;196.012;0.987;3.148;0.4;4.199;8.029;6
273;Dark;11.901;0.391;0.524;2.018;0.117;6.99;20.011;1.01;3.243;0.77;4.958;9.318;6
274;Amber;6.802;0.235;0.264;18.166;0.05;40.99;145.995;1.002;3.315;0.355;4.149;8.397;5
275;Golden;6.083;0.394;0.423;5.013;0.042;31.0;112.991;0.989;3.159;0.324;5.913;11.039;7
276;Dark;12.309;0.491;0.497;2.183;0.08;5.006;14.015;1.002;3.194;0.438;4.572;8.507;5
277;Golden;6.409;0.312;0.219;16.189;0.057;36.017;175.996;1.013;3.27;0.536;4.337;8.573;5
278;Golden;7.311;0.33;0.209;6.396;0.048;43.995;168.009;0.998;3.121;0.357;4.814;9.563;6
279;Golden;6.498;0.219;0.212;7.5;0.052;44.0;179.009;1.005;3.171;0.471;4.541;8.846;5
280;Pale;6.889;0.353;0.541;11.944;0.035;21.985;110.989;0.999;3.121;0.311;4.625;8.624;5
281;Pale;5.716;0.424;0.307;5.701;0.041;24.001;97.987;0.983;3.543;0.603;5.863;10.378;7
282;Brown;12.693;0.575;0.476;2.3;0.092;10.998;22.0;0.996;3.004;0.701;4.433;8.482;6
283;Pale;6.696;0.199;0.334;5.4;0.009;29.002;140.004;1.003;3.393;0.454;4.623;8.753;6
284;Amber;8.304;0.236;0.416;2.206;0.055;23.994;108.003;0.996;2.845;0.431;4.525;8.783;5
285;Golden;6.396;0.222;0.274;5.898;0.053;29.011;101.007;1.003;3.14;0.388;5.24;9.832;6
286;Golden;7.913;0.171;0.755;17.845;0.029;52.007;187.01;0.985;3.023;0.419;4.435;8.427;5
287;Pale;7.804;0.398;0.255;9.502;0.066;32.021;178.0;1.009;3.034;0.434;5.201;10.146;6
288;Golden;8.082;0.181;0.392;0.88;0.045;73.01;179.988;0.992;3.05;0.346;4.762;9.529;6
289;Golden;7.28;0.257;0.491;5.011;0.023;31.992;107.002;1.018;3.241;0.542;5.141;9.869;6
290;Pale;7.088;0.483;0.223;1.994;0.041;146.507;307.518;0.985;3.231;0.377;5.243;9.54;3
291;Dark;7.607;0.392;0.31;2.31;0.079;23.003;70.99;0.993;3.518;0.65;4.619;8.812;5
292;Pale;7.203;0.396;0.536;1.41;0.162;33.985;131.984;0.985;3.11;0.541;4.297;8.235;6
293;Amber;7.587;0.183;0.283;7.106;0.04;28.986;110.001;0.973;3.206;0.421;4.382;8.367;6
294;Brown;8.179;0.242;0.348;5.093;0.065;7.999;22.001;0.999;3.215;0.93;5.186;9.498;6
295;Golden;7.377;0.295;0.319;1.71;0.034;23.005;127.996;0.982;3.167;0.657;5.2;9.517;5
296;Pale;6.91;0.245;0.35;1.307;0.049;28.997;190.985;0.989;3.145;0.523;5.258;9.875;6
297;Pale;8.612;0.17;0.277;0.801;0.027;25.006;78.016;0.971;2.984;0.385;5.291;10.185;5
298;Golden;7.006;0.341;0.256;10.307;0.047;51.008;165.977;0.991;3.111;0.343;5.524;10.158;6
299;Amber;7.398;0.361;0.253;6.0;0.033;28.0;123.016;0.989;3.149;0.426;5.375;9.5;5
300;Pale;7.076;0.206;0.406;1.211;0.063;23.999;155.984;1.001;3.43;0.436;5.056;9.347;6
301;Golden;6.901;0.232;0.399;15.41;0.043;81.01;198.009;0.972;3.195;0.692;4.485;8.586;5
302;Pale;7.287;0.41;0.245;6.811;0.039;41.005;162.997;0.986;3.215;0.423;4.712;9.364;6
303;Pale;5.599;0.201;0.196;7.096;0.045;35.995;110.014;0.991;3.263;0.409;4.523;9.085;6
304;Amber;6.378;0.28;0.241;5.988;0.056;50.014;162.011;0.975;3.154;0.517;4.861;9.314;5
305;Golden;6.687;0.097;0.322;12.398;0.049;34.013;106.006;0.993;3.542;0.464;4.384;8.661;6
306;Amber;5.805;0.264;0.244;9.177;0.048;55.008;152.007;0.996;3.308;0.391;4.475;8.707;5
307;Amber;4.898;0.222;0.266;11.75;0.026;34.001;118.006;0.996;3.076;0.487;4.482;8.643;6
308;Golden;7.589;0.249;0.365;1.621;0.045;6.013;106.004;0.989;3.139;0.386;4.963;9.611;4
309;Golden;6.884;0.184;0.357;1.712;0.052;33.015;101.016;0.995;3.219;0.541;5.149;9.775;7
310;Pale;7.786;0.294;0.364;6.993;0.023;37.993;160.99;0.985;3.255;0.373;5.34;10.031;8
311;Pale;7.623;0.2;0.433;1.905;0.044;9.996;118.997;0.993;3.017;0.692;6.098;11.305;6
312;Pale;7.823;0.243;0.336;13.697;0.039;66.004;184.006;1.005;3.228;0.738;4.244;8.009;5
313;Pale;5.596;0.325;0.094;1.283;0.016;20.004;67.982;0.992;3.375;0.526;5.345;9.841;7
314;Golden;7.005;0.292;0.318;7.757;0.031;29.998;114.005;0.991;3.095;0.636;6.109;11.08;7
315;Amber;6.497;0.361;0.274;12.392;0.029;86.01;212.977;1.008;3.145;0.497;4.717;9.238;6
316;Amber;5.408;0.572;0.041;6.991;0.049;36.022;147.003;0.988;3.344;0.57;4.622;9.137;6
317;Amber;9.8;0.384;0.433;1.632;0.067;4.987;10.997;0.992;3.203;0.462;5.437;10.062;5
318;Pale;9.208;0.323;0.41;1.299;0.042;14.011;185.985;0.998;3.087;0.491;4.562;9.006;5
319;Amber;6.89;0.3;0.302;1.796;0.034;28.001;116.999;0.989;3.241;0.483;5.246;9.545;6
320;Amber;6.796;0.332;0.296;7.41;0.054;33.991;142.984;1.0;3.061;0.555;5.819;10.548;6
321;Amber;7.297;0.153;0.326;1.115;0.036;14.007;64.001;1.001;3.088;0.36;5.621;10.379;7
322;Golden;6.824;0.213;0.289;10.616;0.096;66.988;193.995;1.001;2.874;0.426;4.291;8.201;6
323;Pale;6.694;0.374;0.266;2.512;0.02;24.018;84.004;0.98;3.141;0.364;5.572;10.472;6
324;Dark;7.217;0.642;-0.013;1.908;0.095;14.999;38.998;0.994;3.364;0.573;4.379;8.671;6
325;Pale;7.798;0.246;0.256;1.9;0.059;51.995;195.006;0.996;3.226;0.492;5.189;10.14;6
326;Pale;6.204;0.259;0.289;2.029;0.025;15.999;86.986;1.003;3.334;0.608;5.617;10.888;6
327;Pale;6.107;0.349;0.253;2.103;0.043;15.986;100.001;0.995;3.392;0.703;5.476;9.91;7
328;Pale;6.58;0.359;0.283;2.907;0.054;15.018;101.019;1.001;3.041;0.382;5.948;11.257;6
329;Pale;6.404;0.37;0.285;1.094;0.056;9.011;160.006;0.988;3.418;0.496;4.338;8.12;7
330;Dark;9.312;0.774;0.281;2.804;0.078;23.999;55.999;0.997;3.305;0.678;5.052;9.829;6
331;Pale;6.005;0.224;0.236;12.106;0.048;55.0;163.992;1.007;3.331;0.394;4.481;8.107;5
332;Amber;9.409;0.258;0.536;2.399;0.068;6.008;18.005;0.998;3.197;1.13;5.715;10.453;7
333;Amber;8.387;0.365;0.316;2.198;0.087;32.013;79.004;1.018;3.306;0.715;5.237;9.746;6
334;Pale;6.4;0.23;0.313;4.906;0.046;50.009;155.991;0.985;3.394;0.528;5.34;10.293;6
335;Amber;4.997;0.354;0.234;7.789;0.017;24.011;115.998;1.003;3.401;0.401;5.388;10.503;6
336;Pale;6.901;0.165;0.356;1.31;0.03;39.998;116.986;0.99;3.267;0.952;4.535;8.221;7
337;Amber;6.101;0.407;-0.021;1.589;0.053;35.987;87.007;0.98;3.278;0.669;5.142;9.897;6
338;Pale;7.089;0.132;0.35;1.399;0.048;24.003;128.006;1.002;2.97;0.673;4.952;8.937;5
339;Golden;7.997;0.252;0.133;17.198;0.039;48.993;218.997;1.004;2.958;0.464;4.626;9.144;5
340;Amber;7.195;0.373;0.484;2.099;0.083;23.995;43.992;0.999;3.382;0.852;5.241;9.914;7
341;Golden;8.301;0.146;0.389;1.306;0.049;31.996;146.003;0.989;3.087;0.392;5.005;9.282;6
342;Pale;5.789;0.19;0.353;1.019;0.018;39.979;86.011;0.972;3.507;0.427;5.57;10.091;5
343;Pale;7.817;0.163;0.258;7.718;0.038;20.996;98.003;1.001;2.953;0.315;4.582;8.727;6
344;Amber;6.799;0.149;0.389;2.309;0.055;18.0;102.02;0.994;3.48;0.426;5.43;9.877;7
345;Pale;6.994;0.184;0.379;2.012;0.022;26.012;136.019;0.989;3.276;0.632;4.863;9.224;6
346;Brown;8.79;0.464;0.43;1.404;0.068;11.989;20.986;1.015;3.22;0.748;4.857;9.269;6
347;Golden;6.787;0.186;0.345;5.373;0.058;52.995;143.001;0.992;3.091;0.546;5.241;10.257;7
348;Golden;7.604;0.261;0.308;2.487;0.055;36.999;115.007;0.992;3.079;0.375;4.673;9.098;5
349;Amber;6.913;0.252;0.399;1.304;0.036;21.996;101.011;0.984;3.041;0.384;5.436;10.669;6
350;Pale;6.607;0.259;0.557;15.389;0.066;32.011;140.981;1.0;3.106;0.499;4.433;8.445;5
351;Pale;4.5;0.182;0.21;0.947;0.049;88.995;158.99;1.001;3.351;0.428;3.816;7.678;5
352;Amber;8.406;0.401;0.701;13.098;0.025;29.003;197.0;1.014;3.052;0.639;4.616;9.217;5
353;Golden;6.497;0.232;0.242;17.288;0.048;15.019;110.016;1.005;3.151;0.424;4.386;8.425;6
354;Dark;10.401;0.439;0.421;1.49;0.153;34.005;48.001;0.985;3.379;0.845;4.715;8.605;3
355;Amber;10.295;0.52;0.478;2.498;0.04;5.999;25.006;1.004;3.109;0.579;4.434;8.394;6
356;Amber;8.197;0.158;0.466;2.7;0.055;23.983;190.001;1.005;3.502;0.45;5.198;9.374;7
357;Golden;6.796;0.304;0.24;10.488;0.058;30.004;164.984;1.004;3.357;0.551;5.026;9.55;6
358;Brown;11.896;0.38;0.657;2.148;0.05;6.994;26.994;0.995;3.078;0.685;5.388;10.216;6
359;Golden;6.307;0.339;0.323;4.601;0.041;18.996;80.004;0.982;3.391;0.575;5.726;10.33;7
360;Brown;8.893;0.383;0.392;2.212;0.083;12.002;28.005;0.996;3.271;0.748;6.007;10.79;7
361;Pale;5.7;0.294;0.323;3.902;0.013;35.989;104.998;1.014;3.262;0.591;6.087;10.78;6
362;Pale;5.792;0.577;0.013;1.298;0.034;72.009;196.995;1.003;3.584;0.421;5.196;10.114;5
363;Pale;6.1;0.253;0.253;2.898;0.053;288.995;440.004;0.989;3.436;0.625;5.006;9.298;3
364;Pale;8.608;0.227;0.262;11.292;0.032;12.983;95.991;0.996;3.129;0.389;5.14;9.514;5
365;Golden;5.698;0.689;0.062;6.809;0.046;9.014;84.005;0.999;3.429;0.443;4.851;9.047;5
366;Dark;6.819;0.824;0.057;1.989;0.069;5.988;13.989;0.994;3.496;0.642;5.149;9.486;6
367;Golden;7.111;0.129;0.315;9.582;0.04;64.002;161.996;1.015;3.404;0.412;4.485;8.429;5
368;Brown;7.804;0.468;0.26;1.929;0.058;22.993;53.013;0.983;3.416;0.732;4.381;8.201;6
369;Dark;9.926;0.605;0.07;3.412;0.112;32.014;71.004;1.009;3.324;0.701;4.669;9.249;5
370;Golden;6.912;0.263;0.239;7.519;0.024;17.999;116.99;0.987;3.089;0.39;6.208;11.543;6
371;Brown;7.02;0.51;0.257;1.999;0.057;3.015;22.003;0.992;3.248;0.63;4.392;8.637;5
372;Pale;6.506;0.207;0.299;7.398;0.026;16.011;86.987;0.982;3.14;0.574;5.191;9.517;7
373;Pale;6.302;0.256;0.241;2.899;0.045;12.986;99.998;1.002;3.278;0.434;4.669;8.576;5
374;Pale;6.591;0.39;0.148;4.602;0.045;24.991;78.007;0.989;3.117;0.393;4.866;8.838;6
375;Golden;7.301;0.252;0.367;5.193;0.048;31.004;140.99;0.982;3.159;0.576;5.248;9.761;6
376;Pale;7.396;0.218;0.265;7.304;0.024;41.001;143.998;0.985;3.167;0.37;5.626;10.445;7
377;Pale;6.003;0.322;0.381;4.798;0.048;40.995;100.996;0.991;3.227;0.566;6.245;11.495;6
378;Golden;7.501;0.287;0.405;1.319;0.056;11.002;125.989;0.995;3.283;0.453;4.911;9.53;5
379;Pale;6.111;0.159;0.301;6.205;0.052;38.989;150.988;0.998;3.597;0.44;5.057;9.362;6
380;Dark;5.604;0.597;0.052;2.419;0.087;18.993;25.006;1.002;3.569;0.528;6.145;11.349;5
381;Golden;8.798;0.329;0.36;2.112;0.036;18.986;125.024;0.986;2.972;0.98;6.059;10.746;6
382;Golden;6.114;0.331;0.421;19.356;0.052;67.0;207.005;0.994;3.368;0.53;4.338;8.269;5
383;Pale;6.503;0.153;0.54;5.906;0.06;74.991;161.988;0.984;2.986;0.406;4.437;8.391;5
384;Pale;6.891;0.201;0.498;10.005;0.034;77.991;167.007;1.01;3.138;0.541;4.866;9.394;6
385;Golden;5.793;0.324;0.285;3.202;0.045;40.997;150.981;0.986;3.352;0.572;5.54;10.363;7
386;Golden;5.298;0.16;0.387;1.013;0.036;40.053;100.997;0.986;3.577;0.605;5.048;9.335;6
387;Dark;9.587;0.767;0.108;2.891;0.091;29.993;73.988;1.012;3.281;0.633;4.953;9.455;6
388;Brown;6.983;0.688;0.014;1.903;0.06;40.024;63.012;0.977;3.607;0.812;4.722;9.342;5
389;Golden;7.21;0.408;0.24;8.496;0.065;44.995;150.995;0.997;3.204;0.532;4.392;8.884;5
390;Dark;6.105;0.578;0.211;2.519;0.049;16.001;70.009;0.992;3.455;0.658;5.954;11.19;6
391;Brown;11.914;0.396;0.697;2.812;0.109;17.006;35.008;0.986;3.089;0.603;5.142;9.769;6
392;Pale;7.519;0.155;0.359;1.284;0.041;49.99;153.001;1.011;3.28;0.804;4.581;8.962;6
393;Dark;7.594;0.801;0.205;2.299;0.087;21.001;68.003;0.983;3.128;0.435;4.386;8.63;5
394;Golden;6.606;0.542;0.005;2.686;0.042;55.994;121.984;0.98;3.157;0.299;5.669;10.474;5
395;Golden;8.49;0.236;0.338;1.31;0.029;53.998;109.983;0.979;3.078;0.554;5.237;9.728;7
396;Golden;7.201;0.195;0.609;16.202;0.041;13.997;103.018;0.985;3.065;0.355;4.38;7.971;6
397;Pale;5.614;0.196;0.457;1.114;0.047;33.019;115.008;0.991;3.355;0.479;4.959;9.487;6
398;Golden;6.005;0.274;0.241;17.794;0.036;41.984;110.989;1.0;3.096;0.452;4.246;8.258;6
399;Pale;7.789;0.333;0.351;1.791;0.037;8.014;167.013;1.006;3.128;0.399;5.767;11.453;6
400;Amber;6.701;0.588;0.071;1.779;0.109;15.003;64.99;0.987;3.277;0.529;4.387;8.506;5
401;Golden;6.11;0.201;0.371;1.507;0.05;36.998;121.996;0.986;3.203;0.429;5.719;10.266;6
402;Brown;7.392;0.632;0.05;1.914;0.059;23.999;42.007;1.005;3.426;0.568;5.484;10.238;6
403;Pale;5.896;0.345;0.319;1.998;0.027;38.003;141.996;0.987;3.39;0.409;6.15;11.014;7
404;Amber;7.188;0.573;0.263;2.019;0.065;13.005;100.004;0.998;3.255;0.524;4.72;9.48;5
405;Amber;6.197;0.274;0.492;1.407;0.04;19.996;74.003;0.987;3.323;0.439;4.666;8.732;6
406;Pale;5.7;0.214;0.202;15.996;0.052;40.992;112.997;0.995;3.214;0.458;4.239;8.574;6
407;Amber;9.303;0.403;0.499;2.481;0.08;37.985;142.009;1.007;3.231;0.532;4.479;8.594;5
408;Dark;8.613;0.688;0.093;1.593;0.083;3.03;11.999;0.983;3.304;0.655;4.55;8.967;6
409;Pale;7.287;0.182;0.666;1.404;0.039;27.987;157.0;0.986;3.327;0.617;4.477;8.725;6
410;Pale;6.906;0.234;0.352;2.699;0.02;24.015;120.988;0.979;3.128;0.365;5.919;10.986;7
411;Brown;6.79;0.588;0.065;5.993;0.073;10.988;17.988;0.995;3.404;0.58;5.135;9.699;7
412;Golden;7.686;0.274;0.279;4.815;0.057;27.008;156.009;0.999;3.469;0.602;4.91;9.444;6
413;Amber;6.301;0.249;0.298;1.62;0.05;47.992;184.975;1.008;3.235;0.484;4.477;9.385;5
414;Pale;7.304;0.294;0.334;2.708;0.047;33.995;108.015;1.017;3.381;0.529;6.1;11.081;8
415;Pale;5.805;0.226;0.246;10.056;0.053;63.001;162.004;0.997;3.328;0.507;5.338;10.371;6
416;Golden;5.381;0.275;0.286;7.815;0.047;26.99;91.001;0.989;3.183;0.372;4.958;9.777;6
417;Dark;8.707;0.712;0.235;2.518;0.216;5.002;15.018;1.014;3.321;0.604;4.29;8.509;6
418;Pale;6.992;0.284;0.739;1.504;0.039;26.986;121.99;1.002;3.335;0.499;5.342;9.615;6
419;Pale;6.8;0.362;0.531;11.789;0.05;61.992;163.003;0.996;3.181;0.453;4.199;8.305;5
420;Brown;13.203;0.466;0.498;2.19;0.068;12.001;34.999;1.001;3.103;0.557;4.29;8.314;6
421;Brown;7.406;0.648;0.107;2.387;0.071;15.993;33.019;0.998;3.586;0.703;5.146;9.787;7
422;Pale;6.997;0.217;0.34;1.598;0.043;39.995;119.987;0.982;2.984;0.448;5.005;9.605;6
423;Amber;7.605;0.513;0.134;3.014;0.063;12.002;53.014;1.002;3.356;0.578;4.339;9.21;5
424;Golden;8.416;0.183;0.426;2.083;0.059;20.027;104.011;0.998;2.854;0.458;4.53;8.984;5
425;Brown;6.608;0.738;0.094;5.5;0.105;9.005;16.993;1.008;3.375;0.494;5.157;9.531;6
426;Amber;7.414;0.181;0.34;13.087;0.051;72.015;162.996;1.009;3.411;0.354;4.335;8.748;6
427;Brown;6.994;0.584;-0.007;1.698;0.067;2.987;8.002;0.994;3.409;0.473;4.907;9.491;5
428;Dark;7.417;0.231;0.298;2.203;0.065;18.995;49.007;0.998;3.397;0.772;5.188;9.216;7
429;Amber;6.713;0.293;0.279;2.394;0.013;35.992;100.014;0.996;3.253;0.387;5.584;10.39;7
430;Pale;6.419;0.306;0.367;7.497;0.02;57.006;212.991;1.004;3.312;0.433;4.769;8.831;5
431;Golden;6.595;0.225;0.195;11.423;0.045;44.999;130.988;1.005;2.951;0.514;4.621;9.156;6
432;Pale;5.993;0.192;0.3;1.194;0.029;28.993;91.98;0.992;3.209;0.528;5.388;10.27;6
433;Pale;7.098;0.175;0.388;14.546;0.049;46.992;155.989;0.983;3.324;0.797;4.341;8.172;6
434;Pale;7.214;0.436;0.286;3.403;0.031;22.007;112.0;1.016;3.214;0.368;5.381;10.334;7
435;Golden;6.801;0.225;0.249;4.909;0.104;30.026;122.993;0.988;3.042;0.464;4.091;8.654;6
436;Amber;6.603;0.224;0.347;1.391;0.056;23.0;83.009;0.992;3.163;0.489;5.723;10.603;7
437;Golden;6.799;0.375;0.511;11.791;0.043;62.009;163.007;0.991;3.194;0.437;4.192;7.946;5
438;Golden;6.407;0.137;0.298;1.799;0.053;20.992;114.998;0.983;3.1;0.376;4.858;9.584;5
439;Amber;9.4;0.334;0.592;2.815;0.068;8.997;30.0;1.018;3.123;0.556;5.723;10.959;6
440;Pale;7.296;0.232;0.237;0.911;0.028;29.011;86.002;0.993;2.899;0.385;5.817;11.011;6
441;Golden;6.994;0.318;0.389;7.492;0.051;42.009;218.002;1.004;3.382;0.538;4.91;9.457;5
442;Pale;7.094;0.302;0.507;14.511;0.048;5.994;148.004;1.007;2.921;0.444;4.342;8.57;5
443;Brown;7.716;0.494;0.264;1.894;0.074;9.006;31.0;1.013;3.401;0.632;4.571;8.921;5
444;Golden;7.502;0.248;0.483;4.096;0.051;95.014;163.003;0.975;2.905;0.597;5.404;10.267;6
445;Dark;8.209;0.425;0.495;2.61;0.091;31.997;54.994;0.992;3.35;0.761;4.144;8.275;6
446;Pale;6.504;0.42;0.183;13.151;0.035;25.004;131.008;0.995;3.239;0.51;5.087;10.078;5
447;Brown;9.479;0.54;0.668;2.302;0.38;12.015;36.996;1.002;3.165;0.679;4.583;9.162;5
448;Pale;7.094;0.247;0.32;5.91;0.054;39.006;97.001;0.993;3.322;0.392;5.527;10.098;6
449;Pale;8.088;0.321;0.37;7.389;0.033;36.007;155.997;0.995;3.188;0.542;5.053;9.202;6
450;Golden;7.276;0.18;0.447;1.395;0.056;21.012;98.005;0.978;3.156;0.453;4.76;8.842;7
451;Dark;8.602;0.456;0.467;2.402;0.072;7.0;28.997;1.004;3.073;0.476;4.532;9.453;5
452;Golden;6.506;0.219;0.346;2.193;0.033;36.014;92.012;1.003;3.244;0.598;5.674;10.597;7
453;Dark;8.696;0.696;0.33;3.019;0.078;22.992;81.005;0.996;3.471;0.735;5.525;10.564;6
454;Dark;9.521;0.788;0.199;1.893;0.083;6.003;31.999;0.999;3.252;0.551;5.053;9.651;6
455;Pale;7.11;0.362;0.401;1.94;0.006;26.008;117.993;0.987;3.181;0.435;6.441;11.391;7
456;Pale;7.194;0.198;0.287;11.199;0.066;45.987;148.995;1.007;2.98;0.596;4.431;8.399;6
457;Brown;8.195;0.386;0.328;2.501;0.083;23.992;71.002;1.016;3.261;0.846;5.242;10.183;6
458;Pale;7.297;0.214;0.313;1.683;0.046;34.024;110.011;0.988;3.713;0.687;5.012;9.068;6
459;Amber;8.507;0.257;0.281;4.685;0.045;30.992;91.977;1.01;3.006;0.335;5.713;10.551;6
460;Pale;6.592;0.307;0.491;7.711;0.054;51.994;219.994;1.002;3.11;0.454;4.197;8.177;5
461;Dark;9.095;0.643;0.221;3.099;0.102;13.018;37.996;0.995;3.271;0.596;4.632;9.022;5
462;Pale;6.718;0.239;0.345;12.293;0.031;31.004;145.004;0.997;3.369;0.4;4.527;8.694;5
463;Amber;7.692;0.388;0.112;1.679;0.097;19.006;27.006;0.992;3.167;0.485;4.48;8.909;5
464;Pale;7.002;0.356;0.14;1.098;0.032;6.989;118.989;1.017;3.131;0.355;4.617;8.774;6
465;Brown;5.176;0.497;0.252;2.306;0.099;22.999;73.988;0.991;3.706;0.623;5.823;10.633;6
466;Golden;8.803;0.193;0.43;15.016;0.071;59.99;184.004;1.012;3.272;0.799;4.189;8.615;6
467;Pale;6.913;0.411;0.179;12.909;0.048;59.0;186.007;0.997;3.089;0.496;4.473;8.704;5
468;Pale;5.387;0.536;0.167;2.697;0.059;34.007;128.025;0.997;3.184;0.528;6.291;12.079;8
469;Pale;6.008;0.282;0.251;17.802;0.049;41.992;110.993;1.003;3.106;0.468;4.246;8.018;6
470;Golden;8.115;0.189;0.406;2.0;0.033;18.984;87.005;1.0;3.1;0.547;5.343;10.093;6
471;Pale;8.91;0.325;0.493;1.606;0.059;17.007;131.01;1.025;3.142;0.34;4.475;8.701;5
472;Pale;6.389;0.242;0.324;0.891;0.04;40.001;114.001;0.986;3.293;0.576;5.151;10.153;7
473;Pale;6.903;0.294;0.386;9.102;0.054;16.009;75.99;0.993;3.061;0.539;5.298;9.731;5
474;Brown;7.402;0.499;0.273;2.079;0.078;13.979;25.008;0.999;3.364;0.625;5.725;10.834;6
475;Pale;6.992;0.366;0.341;2.495;0.052;66.993;160.999;0.997;3.036;0.553;5.291;9.726;6
476;Golden;6.585;0.572;0.291;5.101;0.064;30.008;123.009;1.007;3.238;0.393;4.291;7.903;5
477;Dark;9.799;0.362;0.399;2.493;0.067;27.994;64.995;0.991;3.153;0.605;4.667;9.045;5
478;Pale;6.595;0.79;0.489;1.503;0.042;30.012;132.999;0.997;3.25;0.482;5.573;10.222;5
479;Pale;8.978;0.188;0.318;3.495;0.043;9.994;40.007;0.998;3.144;0.341;4.67;8.894;6
480;Amber;6.606;0.541;0.207;16.294;0.049;40.983;181.994;0.994;3.347;0.521;4.945;9.18;6
481;Golden;6.194;0.241;0.224;7.905;0.043;45.017;149.005;0.984;3.246;0.506;4.434;8.665;5
482;Pale;6.997;0.23;0.221;1.811;0.045;29.002;90.987;1.001;3.296;0.427;4.719;8.764;6
483;Pale;6.985;0.307;0.245;6.198;0.065;30.995;227.992;0.985;3.232;0.611;4.487;8.894;6
484;Pale;8.2;0.166;0.337;1.497;0.049;17.02;101.01;1.004;3.142;0.576;4.53;8.561;5
485;Brown;7.492;0.558;0.254;1.99;0.061;9.994;28.002;1.004;3.443;0.797;4.528;8.87;6
486;Brown;10.392;0.268;0.462;1.884;0.061;5.999;10.001;1.004;3.332;0.874;5.183;9.465;6
487;Pale;6.908;0.327;0.3;4.686;0.027;33.995;148.014;0.989;3.357;0.485;5.858;11.003;7
488;Amber;6.996;0.8;0.067;1.999;0.09;9.997;19.002;0.993;3.401;0.471;4.771;9.191;5
489;Pale;6.786;0.283;0.313;1.495;0.047;18.995;142.005;0.992;3.099;0.42;4.722;8.971;6
490;Pale;6.912;0.314;0.139;7.797;0.056;11.01;117.002;1.004;3.25;0.37;4.382;8.935;5
491;Golden;8.505;0.23;0.374;10.397;0.047;20.008;141.999;0.996;3.189;0.532;4.768;9.049;6
492;Dark;6.495;0.676;0.001;4.288;0.053;11.003;20.005;1.016;3.434;0.566;5.619;10.587;4
493;Dark;6.613;0.746;0.095;5.495;0.113;8.995;17.01;0.999;3.36;0.488;5.149;9.252;6
